CAS Number , Chemical Name,Chemical Grade,Chemical Analysis Method, Chemical Purity Mean Op , Chemical Purity Mean(%) , Chemical Purity Min Op , Chemical Purity Min(%) , Chemical Purity Max Op , Chemical Purity Max(%),Species Scientific Name , Species Common Name,Species Group,Organism Lifestage, Organism Age Mean Op , Organism Age Mean , Organism Age Min Op , Organism Age Min , Organism Age Max Op , Organism Age Max , Organism Age Units,Exposure Type,Media Type,Test Location,Number of Doses,Conc 1 Type (Author) , Conc 1 Mean Op (Author) , Conc 1 Mean (Author) , Conc 1 Min Op (Author) , Conc Min 1 (Author) , Conc 1 Max Op (Author) , Conc 1 Max (Author) , Conc 1 Units (Author) , Conc 2 Type (Author) , Conc 2 Mean Op (Author) , Conc 2 Mean (Author) , Conc 2 Min Op (Author) , Conc Min 2 (Author) , Conc 2 Max Op (Author) , Conc 2 Max (Author) , Conc 2 Units (Author) , Conc 3 Type (Author) , Conc 3 Mean Op (Author) , Conc 3 Mean (Author) , Conc 3 Min Op (Author) , Conc Min 3 (Author) , Conc 3 Max Op (Author) , Conc 3 Max (Author) , Conc 3 Units (Author),Effect,Effect Measurement,Endpoint , Observed Response Mean Op , Observed Response Mean , Observed Response Min Op , Observed Response Min , Observed Response Max Op , Observed Response Max , Result Statistical Method , Observed Response Value , Observed Response Units,Response Site,Observed Duration Op (Days) , Observed Duration (Days) , Observed Duration Min Op (Days) , Observed Duration Min (Days) , Observed Duration Max Op (Days) , Observed Duration Max (Days) , Observed Duration Units (Days),Author , Reference Number , Title , Source , Publication Year
318290981,"5-Chloro-2-(3,4,4-trifluorobut-3-ene-1-sulfonyl)-1,3-thiazole",Not coded,Not coded,,49.27,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,2,,4,Week(s),"Topical, general",Not coded,Lab,NC,Formulation,>,200,,,,,AI ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,>,200,,,,,,,AI ug/org,Not coded,,2,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
318290981,"5-Chloro-2-(3,4,4-trifluorobut-3-ene-1-sulfonyl)-1,3-thiazole",Not coded,Not coded,,96.5,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,2,,4,Week(s),"Topical, general",Not coded,Lab,NC,Active ingredient,,167,,141,,210,AI ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,167,,141,,210,,,AI ug/org,Not coded,,2,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
318290981,"5-Chloro-2-(3,4,4-trifluorobut-3-ene-1-sulfonyl)-1,3-thiazole",Not coded,Not coded,,96.5,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,2,,4,Week(s),Food,Not coded,Lab,NC,Active ingredient,>,190,,,,,AI ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,>,190,,,,,,,AI ug/org,Not coded,,2,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
330459319,"3-Phenyl-5-(2-thienyl)-1,2,4-oxadiazole",Not coded,Not coded,,98.8,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,2,,NR,,NR,Week(s),"Topical, general",Not coded,Lab,NC,Active ingredient,>,100,,,,,AI ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,>,100,,,,,,,AI ug/org,Not coded,,2,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
330459319,"3-Phenyl-5-(2-thienyl)-1,2,4-oxadiazole",Not coded,Not coded,,97.4,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,2,,NR,,NR,Week(s),Food,Not coded,Lab,NC,Active ingredient,>,0.41,,,,,AI ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,>,0.41,,,,,,,AI ug/org,Not coded,,2,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
335104842,"2-[2-Chloro-4-(methylsulfonyl)-3-[(2,2,2-trifluoroethoxy)methyl]benzoyl]-1,3-cyclohexanedione",Not coded,Not coded,,95,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NC,,NC,,NC,Not coded,Oral via capsule,No substrate,Lab,NC,Active ingredient,>,97.8,,NR,,NR,ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,>,97.8,,NR,,NR,,,ug/org,Not coded,,3,,NR,,NR,Day(s),U.S. Environmental Protection Agency,344,Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)),"Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:",1992
337458272,"1-Acetyl-3,4-dihydro-3-[(3-pyridinylmethyl)amino]-6-[1,2,2,2-tetrafluoro-1-(trifluoromethyl)ethyl]-2(1H)quinazolinone",Not coded,Not coded,,98.7,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",Not coded,Lab,NC,Active ingredient,>,100,,,,,AI ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,>,100,,,,,,,AI ug/org,Not coded,,2,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
337458272,"1-Acetyl-3,4-dihydro-3-[(3-pyridinylmethyl)amino]-6-[1,2,2,2-tetrafluoro-1-(trifluoromethyl)ethyl]-2(1H)quinazolinone",Not coded,Not coded,,21.1,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,Food,Not coded,Lab,NC,Formulation,,4.7,,1.7,,16,AI ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,4.7,,1.7,,16,,,AI ug/org,Not coded,,4,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
337458272,"1-Acetyl-3,4-dihydro-3-[(3-pyridinylmethyl)amino]-6-[1,2,2,2-tetrafluoro-1-(trifluoromethyl)ethyl]-2(1H)quinazolinone",Not coded,Not coded,,98.7,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",Not coded,Lab,NC,Active ingredient,>,100,,,,,AI ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,>,100,,,,,,,AI ug/org,Not coded,,4,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
337458272,"1-Acetyl-3,4-dihydro-3-[(3-pyridinylmethyl)amino]-6-[1,2,2,2-tetrafluoro-1-(trifluoromethyl)ethyl]-2(1H)quinazolinone",Not coded,Not coded,,21.1,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",Not coded,Lab,NC,Formulation,,35,,9.7,,160,AI ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,35,,9.7,,160,,,AI ug/org,Not coded,,4,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
352010685,4-Hydroxy-3-[[2-[(2-methoxyethoxy)methyl]-6-(trifluoromethyl)-3-pyridinyl]carbonyl]bicyclo[3.2.1]oct-3-en-2-one,Not coded,Not coded,,94.5,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",Not coded,Lab,NC,Active ingredient,>,200,,,,,AI ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,>,200,,,,,,,AI ug/org,Not coded,,2,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
352010685,4-Hydroxy-3-[[2-[(2-methoxyethoxy)methyl]-6-(trifluoromethyl)-3-pyridinyl]carbonyl]bicyclo[3.2.1]oct-3-en-2-one,Not coded,Not coded,,94.5,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,Food,Not coded,Lab,NC,Active ingredient,>,212.2,,,,,AI ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,>,212.2,,,,,,,AI ug/org,Not coded,,2,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
352010685,4-Hydroxy-3-[[2-[(2-methoxyethoxy)methyl]-6-(trifluoromethyl)-3-pyridinyl]carbonyl]bicyclo[3.2.1]oct-3-en-2-one,Not coded,Not coded,,20,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,Food,Not coded,Lab,NC,Formulation,>,195.2,,,,,AI ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,>,195.2,,,,,,,AI ug/org,Not coded,,2,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
352010685,4-Hydroxy-3-[[2-[(2-methoxyethoxy)methyl]-6-(trifluoromethyl)-3-pyridinyl]carbonyl]bicyclo[3.2.1]oct-3-en-2-one,Not coded,Not coded,,20,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",Not coded,Lab,NC,Formulation,>,197,,,,,AI ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,>,197,,,,,,,AI ug/org,Not coded,,2,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
361377299,"(1E)-[2-[[6-(2-Chlorophenoxy)-5-fluoro-4-pyrimidinyl]oxy]phenyl](5,6-dihydro-1,4,2-dioxazin-3-yl)-methanone, O-Methyloxime",Not coded,Not coded,,95.9,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,Food,Not coded,Lab,NC,Active ingredient,>,843.3,,,,,AI ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,>,843.3,,,,,,,AI ug/org,Not coded,,2,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
361377299,"(1E)-[2-[[6-(2-Chlorophenoxy)-5-fluoro-4-pyrimidinyl]oxy]phenyl](5,6-dihydro-1,4,2-dioxazin-3-yl)-methanone, O-Methyloxime",Not coded,Not coded,,95.9,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",Not coded,Lab,NC,Active ingredient,>,200,,,,,AI ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,>,200,,,,,,,AI ug/org,Not coded,,2,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
365400119,"(5-Hydroxy-1,3-dimethyl-1H-pyrazol-4-yl)[2-(methylsulfonyl)-4-(trifluoromethyl)phenyl]methanone",Not coded,Not coded,,98.1,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,Food,Not coded,Lab,NC,Active ingredient,>,120,,,,,AI ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,>,120,,,,,,,AI ug/org,Not coded,,3,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
365400119,"(5-Hydroxy-1,3-dimethyl-1H-pyrazol-4-yl)[2-(methylsulfonyl)-4-(trifluoromethyl)phenyl]methanone",Not coded,Not coded,,98.1,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",Not coded,Lab,NC,Active ingredient,>,75,,,,,AI ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,>,75,,,,,,,AI ug/org,Not coded,,3,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
372137354,"2-Chloro-5-[3,6-dihydro-3-methyl-2,6-dioxo-4-(trifluoromethyl-1(2H)-pyrimidinyl]-4-fluoro-N-[[methyl(1-methylethyl)amino]sulfonyl]benzamide",Not coded,Not coded,,93.8,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",Not coded,Lab,NC,Active ingredient,>,100,,,,,AI ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,>,100,,,,,,,AI ug/org,Not coded,,2,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
372137354,"2-Chloro-5-[3,6-dihydro-3-methyl-2,6-dioxo-4-(trifluoromethyl-1(2H)-pyrimidinyl]-4-fluoro-N-[[methyl(1-methylethyl)amino]sulfonyl]benzamide",Not coded,Not coded,,68.8,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",Not coded,Lab,NC,Formulation,>,100,,,,,AI ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,>,100,,,,,,,AI ug/org,Not coded,,2,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
372137354,"2-Chloro-5-[3,6-dihydro-3-methyl-2,6-dioxo-4-(trifluoromethyl-1(2H)-pyrimidinyl]-4-fluoro-N-[[methyl(1-methylethyl)amino]sulfonyl]benzamide",Not coded,Not coded,,68.8,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,Food,Not coded,Lab,NC,Formulation,>,120.9,,,,,AI ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,>,120.9,,,,,,,AI ug/org,Not coded,,2,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
374726622,4-Chloro-N-[2-[3-methoxy-4-(2-propynyloxy)phenyl]ethyl]-alpha-(2-propynyloxy)benzeneacetamide,Not coded,Not coded,,99,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NC,,NC,,NC,Not coded,Oral via capsule,No substrate,Lab,NC,Active ingredient,>,200,,NR,,NR,ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,>,200,,NR,,NR,,,ug/org,Not coded,,4,,NR,,NR,Day(s),U.S. Environmental Protection Agency,344,Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)),"Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:",1992
374726622,4-Chloro-N-[2-[3-methoxy-4-(2-propynyloxy)phenyl]ethyl]-alpha-(2-propynyloxy)benzeneacetamide,Not coded,Not coded,,99,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,Food,Not coded,Lab,NC,Active ingredient,>,160,,,,,AI ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,>,160,,,,,,,AI ug/org,Not coded,,4,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
374726622,4-Chloro-N-[2-[3-methoxy-4-(2-propynyloxy)phenyl]ethyl]-alpha-(2-propynyloxy)benzeneacetamide,Not coded,Not coded,,99,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",Not coded,Lab,NC,Active ingredient,>,200,,,,,AI ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,>,200,,,,,,,AI ug/org,Not coded,,4,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
396653002,"Avermectin B1 mixt. with rel-(2-methyl[1,1'-biphenyl]-3-yl)methyl (1R,3R)-3-[(1Z)-2-chloro-3,3,3-trifluoro-1-propen-1-yl]-2,2-dimethylcyclopropanecarboxylate",Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Not reported,,NR,,4,,6,Day(s),Spray,No substrate,Lab,'7-8,Formulation,,0.31,,NR,,NR,ug/bee,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,0.31,,NR,,NR,,,ug/bee,Not reported,,2,,NR,,NR,Day(s),"Zhu,Y.C., J. Adamczyk, T. Rinderer, J. Yao, R. Danka, R. Luttrell, and J. Gore",180995,Spray Toxicity and Risk Potential of 42 Commonly Used Formulations of Row Crop Pesticides to Adult Honey Bees (Hymenoptera: Apidae),J. Econ. Entomol.108(6): 2640-2647,2015
396653002,"Avermectin B1 mixt. with rel-(2-methyl[1,1'-biphenyl]-3-yl)methyl (1R,3R)-3-[(1Z)-2-chloro-3,3,3-trifluoro-1-propen-1-yl]-2,2-dimethylcyclopropanecarboxylate",Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Not reported,,NR,,4,,6,Day(s),Spray,No substrate,Lab,'7-8,Active ingredient,,0.03,,NR,,NR,AI ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,0.03,,NR,,NR,,,AI ug/org,Not reported,,2,,NR,,NR,Day(s),"Zhu,Y.C., J. Adamczyk, T. Rinderer, J. Yao, R. Danka, R. Luttrell, and J. Gore",180995,Spray Toxicity and Risk Potential of 42 Commonly Used Formulations of Row Crop Pesticides to Adult Honey Bees (Hymenoptera: Apidae),J. Econ. Entomol.108(6): 2640-2647,2015
396653002,"Avermectin B1 mixt. with rel-(2-methyl[1,1'-biphenyl]-3-yl)methyl (1R,3R)-3-[(1Z)-2-chloro-3,3,3-trifluoro-1-propen-1-yl]-2,2-dimethylcyclopropanecarboxylate",Not reported,Unmeasured,,NR,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Not reported,,NR,,4,,6,Day(s),Spray,No substrate,Lab,'7-8,Active ingredient,,0.22,,NR,,NR,AI ug/g bdwt,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,,0.22,,NR,,NR,,,AI ug/g bdwt,Not reported,,2,,NR,,NR,Day(s),"Zhu,Y.C., J. Adamczyk, T. Rinderer, J. Yao, R. Danka, R. Luttrell, and J. Gore",180995,Spray Toxicity and Risk Potential of 42 Commonly Used Formulations of Row Crop Pesticides to Adult Honey Bees (Hymenoptera: Apidae),J. Econ. Entomol.108(6): 2640-2647,2015
403640277,"5-[[(2,6-Difluorophenyl)methoxy]methyl]-4,5-dihydro-5-methyl(3-methyl-2-thienyl)isoxazole",Not coded,Not coded,,97.7,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,Food,Not coded,Lab,NC,Active ingredient,>,100,,,,,AI ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,>,100,,,,,,,AI ug/org,Not coded,,2,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
403640277,"5-[[(2,6-Difluorophenyl)methoxy]methyl]-4,5-dihydro-5-methyl(3-methyl-2-thienyl)isoxazole",Not coded,Not coded,,97.7,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",Not coded,Lab,NC,Active ingredient,>,100,,,,,AI ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,>,100,,,,,,,AI ug/org,Not coded,,2,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
422556089,"N-(5,7-Dimethoxy[1,2,4]triazolo[1,5-a]pyrimidin-2-yl)-2-methoxy-4-(trifluoromethyl)-3-pyridinesulfonamide",Not coded,Not coded,,98,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NC,,NC,,NC,Not coded,Oral via capsule,No substrate,Lab,NC,Active ingredient,>,107.4,,NR,,NR,ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,>,107.4,,NR,,NR,,,ug/org,Not coded,,2,,NR,,NR,Day(s),U.S. Environmental Protection Agency,344,Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB)),"Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:",1992
422556089,"N-(5,7-Dimethoxy[1,2,4]triazolo[1,5-a]pyrimidin-2-yl)-2-methoxy-4-(trifluoromethyl)-3-pyridinesulfonamide",Not coded,Not coded,,98,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,Food,Not coded,Lab,NC,Active ingredient,>,107.4,,,,,AI ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,>,107.4,,,,,,,AI ug/org,Not coded,,2,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
422556089,"N-(5,7-Dimethoxy[1,2,4]triazolo[1,5-a]pyrimidin-2-yl)-2-methoxy-4-(trifluoromethyl)-3-pyridinesulfonamide",Not coded,Not coded,,98,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",Not coded,Lab,NC,Active ingredient,>,100,,,,,AI ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,>,100,,,,,,,AI ug/org,Not coded,,2,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
447399555,"3-[[[5-(Difluoromethoxy)-1-methyl-3-(trifluoromethyl)-1H-pyrazol-4-yl]methyl]sulfonyl]-4,5-dihydro-5,5-dimethyl-isoxazole",Not coded,Not coded,,99.1,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",Not coded,Lab,NC,Active ingredient,>,100,,,,,AI ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,>,100,,,,,,,AI ug/org,Not coded,,2,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
473798593,"S-Prop-2-en-1-yl 5-amino-4-(2-methylphenyl)-3-oxo-2-(propan-2-yl)-2,3-dihydro-1H-pyrazole-1-carbothioate",Not coded,Not coded,,94.7,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,Food,Not coded,Lab,NC,Active ingredient,>,100,,,,,AI ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,>,100,,,,,,,AI ug/org,Not coded,,2,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
473798593,"S-Prop-2-en-1-yl 5-amino-4-(2-methylphenyl)-3-oxo-2-(propan-2-yl)-2,3-dihydro-1H-pyrazole-1-carbothioate",Not coded,Not coded,,94.7,,NR,,NR,Apis mellifera,Honey Bee,Insects/Spiders; Standard Test Species; U.S. Invasive Species,Adult,,NR,,NR,,NR,Not reported,"Topical, general",Not coded,Lab,NC,Active ingredient,>,100,,,,,AI ug/org,,,,,,,,,,,,,,,,,Mortality,Mortality,LD50,>,100,,,,,,,AI ug/org,Not coded,,3,,NR,,NR,Day(s),U.S.Environmental Protection Agency,184644,Pesticide Ecotoxicity Database: Acute Bee Studies,Contact: Nicholas Mostrata - Email: mostrata.nicholas@epa.gov:,2020
