"","Type","Mix.type","Mix.type.OD","Solo.matchings","nAI.ED_NO","PLT_S_DART","PLT_S_DART.1","CLASSIFICATION","Type.mixture","AI_1.PLT_S_DART","AI_1.ED_NO","AI_2.PLT_S_DART","AI_2.PLT_S_DART.1","AI_2.ED_NO","AI_3.PLT_S_DART","AI_3.ED_NO","AI_4.PLT_S_DART","AI_4.ED_NO","variable","quotient","Exposure.Type","Time","Beta-cyfluthrin","Bifenthrin","Clothianidin","Deltamethrin","Endosulfan","Ethiprole","Etofenprox","Fenpropidin","Fipronil","Fluoxastrobin","Flupyradifurone","Imidacloprid","Isoflucypram","Lambda-cyhalothrin","Methamidophos","Methiocarb","Prothioconazole","Prochloraz","Spiromesifen","Spirotetramat","Spiroxamine","Tebuconazole","Tetraniliprole","Thiacloprid","Thiodicarb","Transfluthrin","Triadimenol","Alpha-cypermethrin","combo.name","N.combo","combo.S.name","3A","4A","2A","2B","G2","C3","4D","C2","1B","1A","G1","23","28","MoA.class.name","N.MoA.class","vsSCh","nAChR receptor agonist","GABA-A receptor","SBI: sterol biosynthesis","respiration (CIII, o-site)","respiration: SDH","AChE","DMI","ACCase inhibitor (I)","ryanodine receptor modulator","Label.class.name","N.Label.class","INS","FUN","combo.Type.name","N.combo.Type","log10Q"
"2734","insecticide + fungicide","FS (250+50)",FALSE,"FS250 + FS25","M-501142-01-1","CTD+PTZ ","CTD+PTZ","1",NA,"Clothianidin FS 250","M-359875-01-1","Prothioconazole FS 25","Prothioconazole FS 25","M-610383-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.24",0.78,"oral","24",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Clothianidin + Prothioconazole",2,"CTD + PTZ",0,1,0,0,0,0,0,0,0,0,1,0,0,"4A + G1",2,0,1,0,0,0,0,0,1,0,0,"nAChR receptor agonist + DMI",2,1,1,"INS + FUN",2,-0.10790539730952
"2675","Fungicide + Fungicide","EC (50+100)",FALSE,"EC50 + EC250","M-754428-01-1 ","ISY+PTZ ","ISY+PTZ","1",NA,"Isoflucypram EC 50","M-571280-01-1","Prothioconazole EC 250","Prothioconazole EC 250","M-182441-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.24",0.76,"oral","24",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Isoflucypram + Prothioconazole",2,"ISY + PTZ",0,0,0,0,0,0,0,1,0,0,1,0,0,"C2 + G1",2,0,0,0,0,0,1,0,1,0,0,"respiration: SDH + DMI",2,0,1,"FUN + FUN",1,-0.119186407719209
"1720","Insecticide + Insecticide","EC (10+75)",FALSE,"EC25 + SL50","M-542907-01-1","DLT+FPF ","DLT+FPF","3",NA,"deltamethrin EC 25 ","M-55561-01-1","Flupyradifurone SL50","Flupyradifurone SL50","M-471245-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.48",0.75,"cont","48",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Deltamethrin + Flupyradifurone",2,"DLT + FPF",1,0,0,0,0,0,1,0,0,0,0,0,0,"3A + 4D",2,1,1,0,0,0,0,0,0,0,0,"vsSCh + nAChR receptor agonist",2,1,0,"INS + INS",1,-0.1249387366083
"1662","Insecticide + Fungicide","EW 250 & OD (10+100)",TRUE,"EW250 & EC25 + OD180","M-103541-01-1","TBZ & DLT+TCP ","TBZ&DLT+TCP","2","Tank mix","tebuconazole EW 250 G ","M-182469-01-1","deltamethrin EC 25 G","deltamethrin EC 25 G","M-555661-01-1","thiacloprid OD 180 G","M-272691-01-1",NA,NA,"Ratio.LD50.cont.24",0.74,"cont","24",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"Deltamethrin + Tebuconazole + Thiacloprid",3,"DLT + TBZ + TCP",1,1,0,0,0,0,0,0,0,0,1,0,0,"3A + 4A + G1",3,1,1,0,0,0,0,0,1,0,0,"vsSCh + nAChR receptor agonist + DMI",3,1,1,"INS + FUN",2,-0.130768280269024
"1604","Fungicide + Fungicide","EC (50+150)",FALSE,"EC50 + EC250","M-665091-01-1","ISY+PTZ ","ISY+PTZ","1",NA,"Isoflucypram EC 50","M-571280-01-1","Prothioconazole EC 250","Prothioconazole EC 250","M-182441-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.24",0.72,"cont","24",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Isoflucypram + Prothioconazole",2,"ISY + PTZ",0,0,0,0,0,0,0,1,0,0,1,0,0,"C2 + G1",2,0,0,0,0,0,1,0,1,0,0,"respiration: SDH + DMI",2,0,1,"FUN + FUN",1,-0.142667503568732
"1654","Insecticide + Fungicide","EW 250 & CS 100",FALSE,"EW250 & CS100","M-182540-01-1","TBZ & Karate Zeon ","TBZ&LCY","1","Tank mix","tebuconazole EW 250 G ","M-182469-01-1","lambda-cyhalothrin CS 100 G","lambda-cyhalothrin CS 100 G","M-182486-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.24",0.72,"cont","24",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Lambda-cyhalothrin + Tebuconazole",2,"LCY + TBZ",1,0,0,0,0,0,0,0,0,0,1,0,0,"3A + G1",2,1,0,0,0,0,0,0,1,0,0,"vsSCh + DMI",2,1,1,"INS + FUN",2,-0.142667503568732
"1705","Insecticide + Insecticide","SC (12.5+100)",FALSE,"SC25 + SC200","M-071875-01-1","CYB+IMD ","CYB+IMD","1",NA,"beta-cyfluthrin SC 025","M-051896-01-1","imidacloprid SC 200 G","imidacloprid SC 200 G","M-032525-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.48",0.71,"cont","48",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Beta-cyfluthrin + Imidacloprid",2,"CYB + IMD",1,1,0,0,0,0,0,0,0,0,0,0,0,"3A + 4A",2,1,1,0,0,0,0,0,0,0,0,"vsSCh + nAChR receptor agonist",2,1,0,"INS + INS",1,-0.148741651280925
"1730","Insecticide + Fungicide","EW 250 & CS 100",FALSE,"EW250 & CS100","M-182540-01-1","TBZ & Karate Zeon ","TBZ&LCY","1","Tank mix","tebuconazole EW 250 G ","M-182469-01-1","lambda-cyhalothrin CS 100 G","lambda-cyhalothrin CS 100 G","M-182486-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.48",0.71,"cont","48",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Lambda-cyhalothrin + Tebuconazole",2,"LCY + TBZ",1,0,0,0,0,0,0,0,0,0,1,0,0,"3A + G1",2,1,0,0,0,0,0,0,1,0,0,"vsSCh + DMI",2,1,1,"INS + FUN",2,-0.148741651280925
"1675","Fungicide + Fungicide","EW (250+133)",FALSE,"EW250 + EC500","not yet in DART","SPX+TBZ ","SPX+TBZ","2",NA,"tebuconazole EW 250","M-182469-01-1","spiroxamine EC 500 G","spiroxamine EC 500 G","M-680761-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.48",0.7,"cont","48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"Spiroxamine + Tebuconazole",2,"SPX + TBZ",0,0,0,0,1,0,0,0,0,0,1,0,0,"G2 + G1",2,0,0,0,1,0,0,0,1,0,0,"SBI: sterol biosynthesis + DMI",2,0,1,"FUN + FUN",1,-0.154901959985743
"1738","Insecticide + Fungicide","EW 250 & OD (10+100)",TRUE,"EW250 & EC25 + OD180","M-103541-01-1","TBZ & DLT+TCP ","TBZ&DLT+TCP","2","Tank mix","tebuconazole EW 250 G ","M-182469-01-1","deltamethrin EC 25 G","deltamethrin EC 25 G","M-555661-01-1","thiacloprid OD 180 G","M-272691-01-1",NA,NA,"Ratio.LD50.cont.48",0.7,"cont","48",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"Deltamethrin + Tebuconazole + Thiacloprid",3,"DLT + TBZ + TCP",1,1,0,0,0,0,0,0,0,0,1,0,0,"3A + 4A + G1",3,1,1,0,0,0,0,0,1,0,0,"vsSCh + nAChR receptor agonist + DMI",3,1,1,"INS + FUN",2,-0.154901959985743
"1644","Insecticide + Insecticide","EC (10+75)",FALSE,"EC25 + SL50","M-542907-01-1","DLT+FPF ","DLT+FPF","3",NA,"deltamethrin EC 25 ","M-55561-01-1","Flupyradifurone SL50","Flupyradifurone SL50","M-471245-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.24",0.69,"cont","24",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Deltamethrin + Flupyradifurone",2,"DLT + FPF",1,0,0,0,0,0,1,0,0,0,0,0,0,"3A + 4D",2,1,1,0,0,0,0,0,0,0,0,"vsSCh + nAChR receptor agonist",2,1,0,"INS + INS",1,-0.161150909262745
"1599","Fungicide + Fungicide","EW (250+133)",FALSE,"EW250 + EC500","not yet in DART","SPX+TBZ ","SPX+TBZ","2",NA,"tebuconazole EW 250","M-182469-01-1","spiroxamine EC 500 G","spiroxamine EC 500 G","M-680761-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.24",0.68,"cont","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"Spiroxamine + Tebuconazole",2,"SPX + TBZ",0,0,0,0,1,0,0,0,0,0,1,0,0,"G2 + G1",2,0,0,0,1,0,0,0,1,0,0,"SBI: sterol biosynthesis + DMI",2,0,1,"FUN + FUN",1,-0.167491087293764
"2751","Fungicide + Fungicide","EC (50+100)",FALSE,"EC50 + EC250","M-754428-01-1 ","ISY+PTZ ","ISY+PTZ","1",NA,"Isoflucypram EC 50","M-571280-01-1","Prothioconazole EC 250","Prothioconazole EC 250","M-182441-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.48",0.68,"oral","48",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Isoflucypram + Prothioconazole",2,"ISY + PTZ",0,0,0,0,0,0,0,1,0,0,1,0,0,"C2 + G1",2,0,0,0,0,0,1,0,1,0,0,"respiration: SDH + DMI",2,0,1,"FUN + FUN",1,-0.167491087293764
"2792","Insecticide + Fungicide","EC 250 & CS 100",FALSE,"EC250 & CS100","M-105337-01-1","PTZ & Karate Zeon ","PTZ&LCY","1","Tank mix","prothioconazole EC 250 G","M-182441-01-1","lambda-cyhalothrin CS 100 G","lambda-cyhalothrin CS 100 G","M-182486-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.48",0.66,"oral","48",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Lambda-cyhalothrin + Prothioconazole",2,"LCY + PTZ",1,0,0,0,0,0,0,0,0,0,1,0,0,"3A + G1",2,1,0,0,0,0,0,0,1,0,0,"vsSCh + DMI",2,1,1,"INS + FUN",2,-0.180456064458131
"2805","Insecticide + Fungicide","EW 15 & EW 250",FALSE,"EW15 & EC250","M-103554-01-1","DLT & PTZ ","DLT&PTZ","2","Tank mix","deltamethrin EW 15 G","M-103549-01-1","prothioconazole EC 250 G","prothioconazole EC 250 G","M-182441-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.48",0.64,"oral","48",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Deltamethrin + Prothioconazole",2,"DLT + PTZ",1,0,0,0,0,0,0,0,0,0,1,0,0,"3A + G1",2,1,0,0,0,0,0,0,1,0,0,"vsSCh + DMI",2,1,1,"INS + FUN",2,-0.193820026016113
"2791","Insecticide + Insecticide","FS (150+450)",FALSE,"FS350 + FS400","M-127978-01-1","IMD+TDC ","IMD+TDC","1",NA,"imidacloprid FS 350","M-500305-01-1","thiodicarb FS 400 G","thiodicarb FS 400 G","M-361379-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.48",0.63,"oral","48",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Imidacloprid + Thiodicarb",2,"IMD + TDC",0,1,0,0,0,0,0,0,0,1,0,0,0,"4A + 1A",2,0,1,0,0,0,0,1,0,0,0,"nAChR receptor agonist + AChE",2,1,0,"INS + INS",1,-0.200659450546418
"1598","Fungicide + Fungicide","EC (160 + 300)",FALSE,"EC250 + EC500","M-074353-01-1","PTZ+SPX ","PTZ+SPX","1",NA,"prothioconazole EC 250 G","M-182441-01-1","spiroxamine EC 500 G","spiroxamine EC 500 G","M-680761-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.24",0.62,"cont","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"Prothioconazole + Spiroxamine",2,"PTZ + SPX",0,0,0,0,1,0,0,0,0,0,1,0,0,"G2 + G1",2,0,0,0,1,0,0,0,1,0,0,"SBI: sterol biosynthesis + DMI",2,0,1,"FUN + FUN",1,-0.207608310501746
"2772","Insecticide + Insecticide","FS (360+240)",FALSE,"FS250 + FS350","M-388246-01-1","CTD+IMD","CTD+IMD","1",NA,"clothianidin FS 250 G","M-359875-01-1","imidacloprid FS 350","imidacloprid FS 350","M-500305-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.48",0.62,"oral","48",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Clothianidin + Imidacloprid",2,"CTD + IMD",0,1,0,0,0,0,0,0,0,0,0,0,0,"4A + 4A",1,0,1,0,0,0,0,0,0,0,0,"nAChR receptor agonist + nAChR receptor agonist",1,1,0,"INS + INS",1,-0.207608310501746
"1628","Insecticide + Insecticide","FS (233+233)",FALSE,"FS250 + FS350","M-358047-01-1","CTD+IMD ","CTD+IMD","1",NA,"clothianidin FS 250 G","M-359875-01-1","imidacloprid FS 350","imidacloprid FS 350","M-500305-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.24",0.61,"cont","24",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Clothianidin + Imidacloprid",2,"CTD + IMD",0,1,0,0,0,0,0,0,0,0,0,0,0,"4A + 4A",1,0,1,0,0,0,0,0,0,0,0,"nAChR receptor agonist + nAChR receptor agonist",1,1,0,"INS + INS",1,-0.214670164989233
"2729","Insecticide + Fungicide","EW 15 & EW 250",FALSE,"EW15 & EC250","M-103554-01-1","DLT & PTZ ","DLT&PTZ","2","Tank mix","deltamethrin EW 15 G","M-103549-01-1","prothioconazole EC 250 G","prothioconazole EC 250 G","M-182441-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.24",0.59,"oral","24",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Deltamethrin + Prothioconazole",2,"DLT + PTZ",1,0,0,0,0,0,0,0,0,0,1,0,0,"3A + G1",2,1,0,0,0,0,0,0,1,0,0,"vsSCh + DMI",2,1,1,"INS + FUN",2,-0.229147988357856
"1681","Fungicide + Fungicide","EC (50+100)",FALSE,"EC100 + EC250","M-611011-01-1","FXA+PTZ ","FXA+PTZ","1",NA,"Fluoxastrobin EC 100","M-068973-01-1","prothioconazole EC 250 ","prothioconazole EC 250 ","M-182441-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.48",0.58,"cont","48",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Fluoxastrobin + Prothioconazole",2,"FXA + PTZ",0,0,0,0,0,1,0,0,0,0,1,0,0,"C3 + G1",2,0,0,0,0,1,0,0,1,0,0,"respiration (CIII, o-site) + DMI",2,0,1,"FUN + FUN",1,-0.236572006437063
"2738","Fungicide + Fungicide","EC (160 + 300)",FALSE,"EC250 + EC500","M-074353-01-1","PTZ+SPX ","PTZ+SPX","1",NA,"prothioconazole EC 250 G","M-182441-01-1","spiroxamine EC 500 G","spiroxamine EC 500 G","M-680761-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.48",0.56,"oral","48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"Prothioconazole + Spiroxamine",2,"PTZ + SPX",0,0,0,0,1,0,0,0,0,0,1,0,0,"G2 + G1",2,0,0,0,1,0,0,0,1,0,0,"SBI: sterol biosynthesis + DMI",2,0,1,"FUN + FUN",1,-0.2518119729938
"1688","Fungicide + Fungicide","EC (50+100)",FALSE,"EC100 + EC250","M-758912-01-1","FXA+PTZ ","FXA+PTZ","1",NA,"Fluoxastrobin EC 100","M-068973-01-1","Prothioconazole EC 250","Prothioconazole EC 250","M-182441-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.48",0.55,"cont","48",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Fluoxastrobin + Prothioconazole",2,"FXA + PTZ",0,0,0,0,0,1,0,0,0,0,1,0,0,"C3 + G1",2,0,0,0,0,1,0,0,1,0,0,"respiration (CIII, o-site) + DMI",2,0,1,"FUN + FUN",1,-0.259637310505756
"2662","Fungicide + Fungicide","EC (160 + 300)",FALSE,"EC250 + EC500","M-074353-01-1","PTZ+SPX ","PTZ+SPX","1",NA,"prothioconazole EC 250 G","M-182441-01-1","spiroxamine EC 500 G","spiroxamine EC 500 G","M-680761-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.24",0.55,"oral","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"Prothioconazole + Spiroxamine",2,"PTZ + SPX",0,0,0,0,1,0,0,0,0,0,1,0,0,"G2 + G1",2,0,0,0,1,0,0,0,1,0,0,"SBI: sterol biosynthesis + DMI",2,0,1,"FUN + FUN",1,-0.259637310505756
"2765","Insecticide + Insecticide","FS (180+360)",FALSE,"TGAI + FS350","M-311422-01-1","FPR+IMD ","FPR+IMD","3",NA,"fipronil TC","M-181918-02-1","imidacloprid FS 350 G","imidacloprid FS 350 G","M-500305-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.48",0.55,"oral","48",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fipronil + Imidacloprid",2,"FPR + IMD",0,1,0,1,0,0,0,0,0,0,0,0,0,"4A + 2B",2,0,1,1,0,0,0,0,0,0,0,"nAChR receptor agonist + GABA-A receptor",2,1,0,"INS + INS",1,-0.259637310505756
"1617","Insecticide + Insecticide","OD (10+75)",TRUE,"EC25 + SC200","M-060078-01-1","DLT+IMD ","DLT+IMD","3",NA,"deltamethrin EC 25 G","M-555661-01-1","imidacloprid SC 200 G","imidacloprid SC 200 G","M-032525-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.24",0.54,"cont","24",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Deltamethrin + Imidacloprid",2,"DLT + IMD",1,1,0,0,0,0,0,0,0,0,0,0,0,"3A + 4A",2,1,1,0,0,0,0,0,0,0,0,"vsSCh + nAChR receptor agonist",2,1,0,"INS + INS",1,-0.267606240177031
"2665","Fungicide + Fungicide","EC (225+75)",FALSE,"EW250 + EC250","M-278423-01-1","TBZ+TDL ","TBZ+TDL","2",NA,"tebuconazole EW 250 G","M-182469-01-1","triadimenol EC 250","triadimenol EC 250","M-080267-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.24",0.54,"oral","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Tebuconazole + Triadimenol",2,"TBZ + TDL",0,0,0,0,0,0,0,0,0,0,1,0,0,"G1 + G1",1,0,0,0,0,0,0,0,1,0,0,"DMI + DMI",1,0,1,"FUN + FUN",1,-0.267606240177031
"1663","Insecticide + Fungicide","EC (125+125) & OD (10+100)",TRUE,"EC250 + EW250 & EC25 + OD180","M-103526-01-1","PTZ+TBZ & DLT+TCP ","PTZ+TBZ&DLT+TCP","2","Tank mix","thiacloprid OD 180 G","M-272691-01-1","deltamethrin EC 25 G","deltamethrin EC 25 G","M-555661-01-1","prothioconazole EC 250 G","M-182441-01-1","tebuconazole EW 250 G","M-182469-01-1","Ratio.LD50.cont.24",0.53,"cont","24",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,"Deltamethrin + Prothioconazole + Tebuconazole + Thiacloprid",4,"DLT + PTZ + TBZ + TCP",1,1,0,0,0,0,0,0,0,0,1,0,0,"3A + 4A + G1",3,1,1,0,0,0,0,0,1,0,0,"vsSCh + nAChR receptor agonist + DMI",3,1,1,"INS + FUN",2,-0.275724130399211
"1741","Insecticide + Fungicide","EW 15 & EW 250",FALSE,"EW15 & EC250","M-103554-01-1","DLT & PTZ ","DLT&PTZ","2","Tank mix","deltamethrin EW 15 G","M-103549-01-1","prothioconazole EC 250 G","prothioconazole EC 250 G","M-182441-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.48",0.53,"cont","48",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Deltamethrin + Prothioconazole",2,"DLT + PTZ",1,0,0,0,0,0,0,0,0,0,1,0,0,"3A + G1",2,1,0,0,0,0,0,0,1,0,0,"vsSCh + DMI",2,1,1,"INS + FUN",2,-0.275724130399211
"1633","Insecticide + Insecticide","FS (100+80)",FALSE,"FS250 + TGAI","M-388700-01-1","CTD+CYB","CTD+CYB","3",NA,"clothianidin FS 250 G","M-359875-01-1","beta-cyfluthrin TC","beta-cyfluthrin TC","M-053813-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.24",0.52,"cont","24",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Beta-cyfluthrin + Clothianidin",2,"CYB + CTD",1,1,0,0,0,0,0,0,0,0,0,0,0,"3A + 4A",2,1,1,0,0,0,0,0,0,0,0,"vsSCh + nAChR receptor agonist",2,1,0,"INS + INS",1,-0.283996656365201
"2760","Insecticide + Insecticide","SC (100+100)",FALSE,"SC100 + SC200","M-287917-01-1","EPR+IMD ","EPR+IMD","1",NA,"ethiprole SC 100","M-214951-01-1","imidacloprid SC 200 G","imidacloprid SC 200 G","M-032525-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.48",0.52,"oral","48",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ethiprole + Imidacloprid",2,"EPR + IMD",0,1,0,1,0,0,0,0,0,0,0,0,0,"4A + 2B",2,0,1,1,0,0,0,0,0,0,0,"nAChR receptor agonist + GABA-A receptor",2,1,0,"INS + INS",1,-0.283996656365201
"1655","Insecticide + Fungicide","EW 250 & CS 100",FALSE,"EW250 & CS100","M-182494-01-1","TBZ & Karate Zeon ","TBZ&LCY","1","Tank mix","tebuconazole EW 250 G ","M-182469-01-1","lambda-cyhalothrin CS 100 G","lambda-cyhalothrin CS 100 G","M-182486-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.24",0.51,"cont","24",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Lambda-cyhalothrin + Tebuconazole",2,"LCY + TBZ",1,0,0,0,0,0,0,0,0,0,1,0,0,"3A + G1",2,1,0,0,0,0,0,0,1,0,0,"vsSCh + DMI",2,1,1,"INS + FUN",2,-0.292429823902064
"1665","Insecticide + Fungicide","EW 15 & EW 250",FALSE,"EW15 & EC250","M-103554-01-1","DLT & PTZ ","DLT&PTZ","2","Tank mix","deltamethrin EW 15 G","M-103549-01-1","prothioconazole EC 250 G","prothioconazole EC 250 G","M-182441-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.24",0.51,"cont","24",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Deltamethrin + Prothioconazole",2,"DLT + PTZ",1,0,0,0,0,0,0,0,0,0,1,0,0,"3A + G1",2,1,0,0,0,0,0,0,1,0,0,"vsSCh + DMI",2,1,1,"INS + FUN",2,-0.292429823902064
"1739","Insecticide + Fungicide","EC (125+125) & OD (10+100)",TRUE,"EC250 + EW250 & EC25 + OD180","M-103526-01-1","PTZ+TBZ & DLT+TCP ","PTZ+TBZ&DLT+TCP","2","Tank mix","thiacloprid OD 180 G","M-272691-01-1","deltamethrin EC 25 G","deltamethrin EC 25 G","M-555661-01-1","prothioconazole EC 250 G","M-182441-01-1","tebuconazole EW 250 G","M-182469-01-1","Ratio.LD50.cont.48",0.51,"cont","48",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,"Deltamethrin + Prothioconazole + Tebuconazole + Thiacloprid",4,"DLT + PTZ + TBZ + TCP",1,1,0,0,0,0,0,0,0,0,1,0,0,"3A + 4A + G1",3,1,1,0,0,0,0,0,1,0,0,"vsSCh + nAChR receptor agonist + DMI",3,1,1,"INS + FUN",2,-0.292429823902064
"1614","Insecticide + Insecticide","OD (10+100)",TRUE,"EC25 + OD180","M-103520-01-1","DLT+TCP ","DLT+TCP","2",NA,"deltamethrin EC 25 G","M-555661-01-1","thiacloprid OD 180 G","thiacloprid OD 180 G","M-272691-01-1",NA,NA,NA,NA,"Ratio.LD50.cont.24",0.5,"cont","24",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Deltamethrin + Thiacloprid",2,"DLT + TCP",1,1,0,0,0,0,0,0,0,0,0,0,0,"3A + 4A",2,1,1,0,0,0,0,0,0,0,0,"vsSCh + nAChR receptor agonist",2,1,0,"INS + INS",1,-0.301029995663981
"2763","Insecticide + Insecticide","OD (120+120)",TRUE,"SC200 + OD150","M-305536-01-1","IMD+SPT ","IMD+SPT","3",NA,"imidacloprid SC 200 G","M-032525-01-1","spirotetramat OD 150 G","spirotetramat OD 150 G","M-259122-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.48",0.5,"oral","48",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Imidacloprid + Spirotetramat",2,"IMD + SPT",0,1,0,0,0,0,0,0,0,0,0,1,0,"4A + 23",2,0,1,0,0,0,0,0,0,1,0,"nAChR receptor agonist + ACCase inhibitor (I)",2,1,0,"INS + INS",1,-0.301029995663981
"2793","Insecticide + Fungicide","EC 250 & CS 100",FALSE,"EC250 & CS100","M-182501-01-1","PTZ & Karate Zeon ","PTZ&LCY","1","Tank mix","prothioconazole EC 250 G","M-182441-01-1","lambda-cyhalothrin CS 100 G","lambda-cyhalothrin CS 100 G","M-182486-01-1",NA,NA,NA,NA,"Ratio.LD50.oral.48",0.5,"oral","48",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Lambda-cyhalothrin + Prothioconazole",2,"LCY + PTZ",1,0,0,0,0,0,0,0,0,0,1,0,0,"3A + G1",2,1,0,0,0,0,0,0,1,0,0,"vsSCh + DMI",2,1,1,"INS + FUN",2,-0.301029995663981
